-29197 -29197 -29197 -29197 -29197 -29197 -29197 -29197 -29197 -29197 -29197 -29197   1595   1595   1595   1595   1595   1595   1595   1595   1595   1595   1595   1595
 31384  31384  31384  31384  31384  31384  31384  31384  31384  31384  31384  31384   6601   6601   6601   6601   6601   6601   6601   6601   6601   6601   6601   6601
  7895   7895   7895   7895   7895   7895   7895   7895   7895   7895   7895   7895  -5738  -5738  -5738  -5738  -5738  -5738  -5738  -5738  -5738  -5738  -5738  -5738
 11985  11985  11985  11985  11985  11985  11985  11985  11985  11985  11985  11985 -12601 -12601 -12601 -12601 -12601 -12601 -12601 -12601 -12601 -12601 -12601 -12601
 24720  24720  24720  24720  24720  24720  24720  24720  24720  24720  24720  24720  -3080  -3080  -3080  -3080  -3080  -3080  -3080  -3080  -3080  -3080  -3080  -3080
  9859   9859   9859   9859   9859   9859   9859   9859   9859   9859   9859   9859  12156  12156  12156  12156  12156  12156  12156  12156  12156  12156  12156  12156
-28764 -28764 -28764 -28764 -28764 -28764 -28764 -28764 -28764 -28764 -28764 -28764  21053  21053  21053  21053  21053  21053  21053  21053  21053  21053  21053  21053
-24538 -24538 -24538 -24538 -24538 -24538 -24538 -24538 -24538 -24538 -24538 -24538  19385  19385  19385  19385  19385  19385  19385  19385  19385  19385  19385  19385
-26131 -26131 -26131 -26131 -26131 -26131 -26131 -26131 -26131 -26131 -26131 -26131   8021   8021   8021   8021   8021   8021   8021   8021   8021   8021   8021   8021
-29161 -29161 -29161 -29161 -29161 -29161 -29161 -29161 -29161 -29161 -29161 -29161  -8434  -8434  -8434  -8434  -8434  -8434  -8434  -8434  -8434  -8434  -8434  -8434
 25140  25140  25140  25140  25140  25140  25140  25140  25140  25140  25140  25140 -23928 -23928 -23928 -23928 -23928 -23928 -23928 -23928 -23928 -23928 -23928 -23928
 24508  24508  24508  24508  24508  24508  24508  24508  24508  24508  24508  24508 -31697 -31697 -31697 -31697 -31697 -31697 -31697 -31697 -31697 -31697 -31697 -31697
 10920  10920  10920  10920  10920  10920  10920  10920  10920  10920  10920  10920 -24312 -24312 -24312 -24312 -24312 -24312 -24312 -24312 -24312 -24312 -24312 -24312
  1764   1764   1764   1764   1764   1764   1764   1764   1764   1764   1764   1764  -1889  -1889  -1889  -1889  -1889  -1889  -1889  -1889  -1889  -1889  -1889  -1889
  9515   9515   9515   9515   9515   9515   9515   9515   9515   9515   9515   9515  21165  21165  21165  21165  21165  21165  21165  21165  21165  21165  21165  21165
 -5212  -5212  -5212  -5212  -5212  -5212  -5212  -5212  -5212  -5212  -5212  -5212  27127  27127  27127  27127  27127  27127  27127  27127  27127  27127  27127  27127
  7026   7026   7026   7026   7026   7026   7026   7026   7026   7026   7026   7026  13917  13917  13917  13917  13917  13917  13917  13917  13917  13917  13917  13917
  2407   2407   2407   2407   2407   2407   2407   2407   2407   2407   2407   2407  -1964  -1964  -1964  -1964  -1964  -1964  -1964  -1964  -1964  -1964  -1964  -1964
-24659 -24659 -24659 -24659 -24659 -24659 -24659 -24659 -24659 -24659 -24659 -24659  -4553  -4553  -4553  -4553  -4553  -4553  -4553  -4553  -4553  -4553  -4553  -4553
 22042  22042  22042  22042  22042  22042  22042  22042  22042  22042  22042  22042   2671   2671   2671   2671   2671   2671   2671   2671   2671   2671   2671   2671
-15259 -15259 -15259 -15259 -15259 -15259 -15259 -15259 -15259 -15259 -15259 -15259   4253   4253   4253   4253   4253   4253   4253   4253   4253   4253   4253   4253
 26943  26943  26943  26943  26943  26943  26943  26943  26943  26943  26943  26943  -3308  -3308  -3308  -3308  -3308  -3308  -3308  -3308  -3308  -3308  -3308  -3308
 21389  21389  21389  21389  21389  21389  21389  21389  21389  21389  21389  21389  -7299  -7299  -7299  -7299  -7299  -7299  -7299  -7299  -7299  -7299  -7299  -7299
 -2845  -2845  -2845  -2845  -2845  -2845  -2845  -2845  -2845  -2845  -2845  -2845    778    778    778    778    778    778    778    778    778    778    778    778
 27038  27038  27038  27038  27038  27038  27038  27038  27038  27038  27038  27038  13356  13356  13356  13356  13356  13356  13356  13356  13356  13356  13356  13356
-25046 -25046 -25046 -25046 -25046 -25046 -25046 -25046 -25046 -25046 -25046 -25046  18924  18924  18924  18924  18924  18924  18924  18924  18924  18924  18924  18924
  7896   7896   7896   7896   7896   7896   7896   7896   7896   7896   7896   7896  15530  15530  15530  15530  15530  15530  15530  15530  15530  15530  15530  15530
 21223  21223  21223  21223  21223  21223  21223  21223  21223  21223  21223  21223   8012   8012   8012   8012   8012   8012   8012   8012   8012   8012   8012   8012
 29064  29064  29064  29064  29064  29064  29064  29064  29064  29064  29064  29064    795    795    795    795    795    795    795    795    795    795    795    795
 -6635  -6635  -6635  -6635  -6635  -6635  -6635  -6635  -6635  -6635  -6635  -6635  -1437  -1437  -1437  -1437  -1437  -1437  -1437  -1437  -1437  -1437  -1437  -1437
 -1945  -1945  -1945  -1945  -1945  -1945  -1945  -1945  -1945  -1945  -1945  -1945   5929   5929   5929   5929   5929   5929   5929   5929   5929   5929   5929   5929
 23679  23679  23679  23679  23679  23679  23679  23679  23679  23679  23679  23679  18508  18508  18508  18508  18508  18508  18508  18508  18508  18508  18508  18508
